FUNC __main__.set_forward 18.6523 1636403260.8054 18.6523 1636403260.8056 0
FUNC __main__.set_forward 18.6523 1636403260.8058 18.6523 1636403260.8058 0
FUNC __main__.set_forward 18.6523 1636403260.8059 18.6523 1636403260.8059 0
FUNC __main__.set_forward 18.6523 1636403260.8060 18.6523 1636403260.8061 0
FUNC __main__.set_forward 18.6523 1636403260.8061 18.6523 1636403260.8062 0
FUNC __main__.set_forward 18.6523 1636403260.8062 18.6523 1636403260.8063 0
FUNC __main__.set_forward 18.6523 1636403260.8063 18.6523 1636403260.8064 0
FUNC __main__.set_forward 18.6523 1636403260.8064 18.6523 1636403260.8065 0
FUNC __main__.set_forward 18.6523 1636403260.8066 18.6523 1636403260.8066 0
FUNC __main__.set_forward 18.6523 1636403260.8067 18.6523 1636403260.8068 0
FUNC __main__.set_forward 18.6523 1636403260.8068 18.6523 1636403260.8069 0
FUNC __main__.set_forward 18.6523 1636403260.8069 18.6523 1636403260.8070 0
FUNC __main__.set_forward 18.6523 1636403260.8070 18.6523 1636403260.8071 0
FUNC __main__.set_forward 18.6523 1636403260.8072 18.6523 1636403260.8073 0
FUNC __main__.set_forward 18.6523 1636403260.8073 18.6523 1636403260.8074 0
FUNC __main__.set_forward 18.6523 1636403260.8075 18.6523 1636403260.8075 0
FUNC __main__.set_forward 18.6523 1636403260.8076 18.6523 1636403260.8076 0
FUNC __main__.set_forward 18.6523 1636403260.8077 18.6523 1636403260.8077 0
FUNC __main__.set_forward 18.6523 1636403260.8078 18.6523 1636403260.8079 0
FUNC __main__.set_forward 18.6523 1636403260.8080 18.6523 1636403260.8080 0
FUNC __main__.set_forward 18.6523 1636403260.8081 18.6523 1636403260.8081 0
FUNC __main__.set_forward 18.6523 1636403260.8082 18.6523 1636403260.8082 0
FUNC __main__.set_forward 18.6523 1636403260.8083 18.6523 1636403260.8083 0
FUNC __main__.set_forward 18.6523 1636403260.8084 18.6523 1636403260.8084 0
FUNC __main__.set_reverse 18.6523 1636403260.8056 18.6523 1636403260.8057 0
FUNC __main__.set_reverse 18.6523 1636403260.8058 18.6523 1636403260.8059 0
FUNC __main__.set_reverse 18.6523 1636403260.8060 18.6523 1636403260.8060 0
FUNC __main__.set_reverse 18.6523 1636403260.8061 18.6523 1636403260.8061 0
FUNC __main__.set_reverse 18.6523 1636403260.8062 18.6523 1636403260.8062 0
FUNC __main__.set_reverse 18.6523 1636403260.8063 18.6523 1636403260.8063 0
FUNC __main__.set_reverse 18.6523 1636403260.8064 18.6523 1636403260.8064 0
FUNC __main__.set_reverse 18.6523 1636403260.8066 18.6523 1636403260.8066 0
FUNC __main__.set_reverse 18.6523 1636403260.8067 18.6523 1636403260.8067 0
FUNC __main__.set_reverse 18.6523 1636403260.8068 18.6523 1636403260.8068 0
FUNC __main__.set_reverse 18.6523 1636403260.8069 18.6523 1636403260.8069 0
FUNC __main__.set_reverse 18.6523 1636403260.8070 18.6523 1636403260.8070 0
FUNC __main__.set_reverse 18.6523 1636403260.8071 18.6523 1636403260.8072 0
FUNC __main__.set_reverse 18.6523 1636403260.8073 18.6523 1636403260.8073 0
FUNC __main__.set_reverse 18.6523 1636403260.8074 18.6523 1636403260.8074 0
FUNC __main__.set_reverse 18.6523 1636403260.8075 18.6523 1636403260.8076 0
FUNC __main__.set_reverse 18.6523 1636403260.8076 18.6523 1636403260.8077 0
FUNC __main__.set_reverse 18.6523 1636403260.8078 18.6523 1636403260.8078 0
FUNC __main__.set_reverse 18.6523 1636403260.8079 18.6523 1636403260.8079 0
FUNC __main__.set_reverse 18.6523 1636403260.8080 18.6523 1636403260.8080 0
FUNC __main__.set_reverse 18.6523 1636403260.8081 18.6523 1636403260.8081 0
FUNC __main__.set_reverse 18.6523 1636403260.8082 18.6523 1636403260.8083 0
FUNC __main__.set_reverse 18.6523 1636403260.8083 18.6523 1636403260.8084 0
FUNC __main__.set_reverse 18.6523 1636403260.8084 18.6523 1636403260.8085 0
CMDLINE /home/aaron/documents/algorithms/strings/hw3/hirsch/bin/python3 align.py
MEM 0.671875 1636403260.7632
